Geohash,vec
9vg5m,-0.003982528929398757 -0.09513042502348992 0.3462646600056364 0.054910584180564194 0.008686266371544024 0.061972599965432085 -0.022208948160204883 0.39398195901592503 -0.32612915753999666 -0.015797182391352006 0.4225496091877318 0.03584766909620223 0.046467960895880844 -0.02408474774690505 0.31785976755804973 -0.2976904542272309 0.05108072929442327 -0.009416143746066238 -0.2190726895240884 0.14756566483124495 0.408955967656414 0.0596538270040419 0.2540707702834093 0.07651528644124998 0.3160358126118705 0.00339614475693486 -0.06886951351392102 -0.1280760894215538 0.15095517062547129 -0.08727831231588233 -0.19502029609984078 0.33931723596890867 0.05434613401946428 0.1662196300500107 -0.24795623834468375 0.18490933844447272 0.13202755847312864 0.15512754392374195 -0.0011000902705013975 0.38292177509042225 -0.25991073478478294 -0.41964838818154926 0.009409154491202144 -0.11004741309217866 0.09010361196926057 -0.002279441097748283 0.17194044790888052 -0.49563059877476 0.08535581701195727 -0.2897544396157254 0.09013947249458612 -0.12194089803242034 -0.08792526134546981 0.7515709327780701 -0.09090607284499752 -1.6641639463696645 -0.11245867738279113 -0.11204622814327458 1.2044206038006915 0.34589289778570326 -0.34778460076430967 0.3702352644561598 -0.01060868199740058 0.19488870689404508 0.09616052839229723 0.08136084661343804 0.10621561716422126 -0.03975963538128522 0.18965389607843858 0.04756330512535213 -0.32296718752363335 -0.14429979023452288 0.09503460001072705 -0.14038004103079685 0.24535552966917062 0.03022129161976279 0.2019325409755136 0.05397119519856545 -0.36813554491760014 -0.21215896153761557 0.41293996575014996 0.13674840141432495 -0.2794171306800528 0.11282637234426666 -0.8017343009988759 -0.02696395632297003 0.034154746419125165 -0.1835683272286246 -0.01930595875407224 -0.028437256415009077 -0.14388249589875451 0.2437971249403684 -0.3480165170554966 0.13942247321414142 -0.5019166813558754 0.04934385224922521 0.04544843592441696 -0.018044775276774914 0.5827744317160424 -0.07116413386013602
9vg5b,-0.029737071681998253 -0.059748122956668835 0.34780569449299636 0.03417199530431141 0.05738901739018693 0.08813750595478327 -0.03666472884120603 0.4533621730074218 -0.3361020313980767 -0.0024430756468086273 0.4222040904566792 0.09346517062720273 0.14757325108429847 -0.018232431855730903 0.3526093245426799 -0.3302954953167369 0.029357825590244087 0.008922521222113709 -0.2574746127053574 0.1981067001010516 0.4517569818689434 0.09217640602041388 0.2996926277441111 0.11090374811828278 0.26692034101055256 -0.09992973494904563 0.028335868795657665 -0.10824689914605776 0.11415599942089369 -0.0941672800797834 -0.20532960895694438 0.32858508798227193 -0.012774999833836509 0.11156117547943051 -0.22560819880795957 0.15436254415011683 0.08866434213369406 0.04331423596367724 0.05019986070849992 0.4412727409699785 -0.2872598116878921 -0.48845871948431985 0.04580511035963475 -0.04924604489555909 0.18315993818747178 0.01852009415643208 0.20996233933790726 -0.47278309188745 0.03192584897806695 -0.1390679825892779 0.06429702818712223 -0.11426289164217057 -0.05405421314986968 0.8033537261642978 -0.14235695421472983 -1.6868131316753532 -0.10108426430290032 -0.14038577860954513 1.2496253163324103 0.33804581859718963 -0.33252757977224445 0.27438282120525975 0.028386615163252114 0.22237190960918043 0.07084847116708182 0.1373844980002074 0.046221122856302005 -0.06457784698589587 0.24935277964590583 -0.03448240780512726 -0.30482366947564127 -0.21960163910002167 0.09576391961548972 -0.12193766968165692 0.326735993843752 0.05228489590059249 0.14439000605954297 0.09396151131530525 -0.3299593276483894 -0.22022643376390594 0.4491580035367135 0.13691929349540452 -0.29243434558035597 0.13553742792904386 -0.8251988913411514 -0.00860510549775701 0.03426018473599924 -0.24491251265875041 -0.014187874430635967 0.021035443841486052 -0.08822779575621083 0.19880751971686145 -0.45975841030574244 0.14853915072622612 -0.5568874718439523 0.07138496482027817 0.07709212237694571 0.06812027341955912 0.6696015684935676 -0.10669989396591752
9vg5c,-0.017806275091881613 -0.10795260502120968 0.33175530808999576 -0.0018122777381618677 0.031441533946759734 0.06884908271754364 -0.06784085686950378 0.3939320335982831 -0.2999757427584883 0.006042221957314618 0.3967101453234947 0.06250471976301963 0.0982685837585717 -0.06462782788114417 0.3425733028181942 -0.32384333316964525 -0.009424514611683745 0.033840716596675105 -0.2387662755973632 0.16025497145938666 0.42374032515081755 0.06405497955724193 0.27610970530839524 0.09032438010251533 0.28884870519091466 -0.06406756266158115 -0.007888761269794596 -0.14775019176587037 0.08857450190769157 -0.08834245129094047 -0.20501528186219045 0.30186242813875047 0.003209002005046377 0.11500003156167347 -0.22104587216420893 0.14018317201944933 0.1670600177757369 0.05208200882124675 0.0012568841516650638 0.41171092519619845 -0.28412750468966047 -0.45387132576732026 0.060237639544294654 -0.020314674482407175 0.15363811954927836 -0.025547692288182232 0.1678045574419372 -0.4727587065414575 0.059248470148936416 -0.21161155398095774 0.09195644631453116 -0.15963945359231665 -0.06438803627139676 0.7893874231462342 -0.08210908306907652 -1.6279461868467244 -0.10258269191601876 -0.1595133428267294 1.1970261666367255 0.35221610364003153 -0.2873928050183602 0.3022069206820305 0.020705212840803105 0.1958264451478964 0.1044882130356708 0.12478104505981054 0.08956529207778609 -0.04687203839948882 0.25440288390789895 -0.04379490896830626 -0.2724293221394499 -0.21521952616285298 0.02471744454601578 -0.1440134521128938 0.29485024589780656 0.07065378362404078 0.13167153318870317 0.07721010868349273 -0.31801639300917534 -0.17389528224978856 0.4662560512451905 0.120658909507885 -0.28468022593256637 0.11587228073599279 -0.7871323247733049 0.04659888322077959 0.07954383817599285 -0.22588996971323524 -0.002698153548907411 -0.03737653837794301 -0.08402255037999437 0.16747473321582257 -0.43837532974449567 0.13234894980113385 -0.5252119468041055 0.08815023401163401 0.10843402818263614 0.0223367111906052 0.6724302923324448 -0.07140916964362319
9v6sb,-0.09052131268793066 -0.1345918809146388 0.29564134374358036 0.07700961460375325 0.036303439506358524 -0.032939168632647016 -0.05188199194466741 0.3529667966576161 -0.3271434883760249 -0.026129039474495807 0.39439678507813575 0.15402546516002977 0.09609920735419636 -0.012328115566672807 0.30991862169429973 -0.22248169959362113 0.11949330035974347 -0.060113858185548034 -0.22389291733878622 0.10761739117963905 0.40083331308618647 0.020289935563459226 0.3021911989122166 0.10762694609791532 0.2659152023801491 0.08674097188897781 0.005722829495201299 -0.08803074452852969 0.049164081111608846 0.03193933296671734 -0.27116510471152716 0.3267460416689176 0.05980826542478991 0.13819695422105002 -0.18794252290830837 0.11548383661120726 0.04844978616953031 0.1463387812908298 0.09789012855188274 0.2665586700176829 -0.22545645307626314 -0.39087919134492743 -0.07984739199162696 -0.13823553973415373 0.10631665388554117 -0.007943733067927233 0.15181515806472248 -0.3705552071027802 0.01284499191921759 -0.2195471736520441 0.06580024890973896 -0.13021588802709408 -0.05226441296944781 0.6822669101537158 -0.18069402872328583 -1.587343045419838 -0.14453949615833334 -0.15012796413622012 1.0590069375440576 0.2759462594536919 -0.25798581610983845 0.3438376755335724 0.02209822680757964 0.1528462676623753 0.13768848452495414 0.05062397935835117 0.02929984962881781 -0.037825337529863716 0.23512602214238587 0.04944464959039106 -0.2900258016467452 -0.12737153979866123 0.01768745476019125 -0.21799087633640885 0.2466684608243555 -0.01613545998683324 0.2578209042397723 0.07351903090853995 -0.4198755791471686 -0.19202350091864676 0.3598683576200655 0.04869766882717275 -0.2512334571714534 0.11662174897419347 -0.5930976033305724 -0.023043180790982828 -0.03496146767314797 -0.1767300063029403 0.039161458912143524 -0.08729521426456713 -0.1763827422597314 0.17359251479124133 -0.3263995415509031 0.17628143077073175 -0.41244679675733853 0.12234692155309967 0.07635832808380771 -0.09091439823867868 0.6118022946438799 0.00649961399232677
9vg5f,-0.009049912664518893 -0.14937467287075 0.3182930083215392 -0.08758836752481967 -0.01296765421130458 0.06875688877169821 -0.04625281471482642 0.3569784910643033 -0.26701836365390824 0.004588727799299261 0.4191052582220219 0.010931721875245175 0.07196950650788454 -0.06279724396119955 0.36538057873246016 -0.31559430245340636 -0.035510111195598874 0.05110217551439589 -0.2578424951700762 0.15751226968297913 0.4391603607105877 0.019117972439796595 0.247299645615329 0.01532858985373131 0.3457466235540981 -0.050963223186846957 -0.062121090177161206 -0.1820079471525563 0.08146613438438671 -0.026797733571318347 -0.20496495358207656 0.28207083534840244 0.03565209675488196 0.14625919025475093 -0.23061530367117614 0.12699219452195598 0.21633441854926846 0.07982426836479216 -0.03016240598681936 0.4108778683997189 -0.25539124271898794 -0.4294373044332094 0.12069834034324554 0.021557543060765495 0.1365932541876656 -0.047289497939242066 0.1259729872708101 -0.49132935843012376 0.11621687731640071 -0.2656571347014841 0.09344775382831208 -0.18206886275781062 0.007430418516715844 0.7616758659123763 -0.0339595646499815 -1.5837103103606651 -0.17640567411256847 -0.16172339881802086 1.1565008606072558 0.4157462077243024 -0.24136959492342247 0.3924836031660573 0.008917048859503162 0.19122591430038283 0.10555217509675774 0.16317394297843033 0.12670556281017348 0.028118429295935762 0.2092783079590566 -0.03832104921178276 -0.2647820514246168 -0.22786363524114284 0.02625737928838022 -0.16829678312096655 0.3160827636414287 0.07398520051385339 0.14948466795321616 0.020566268639143175 -0.29807827396992637 -0.14645203732436293 0.4480972230846182 0.1389661109985193 -0.27042456470215914 0.108505511670868 -0.7477529680746474 0.09282898769373034 0.09886078416342738 -0.19919585758112987 0.08094260691717804 -0.06435828217873442 -0.0789938861211431 0.18563105375493033 -0.42744439382863547 0.16323185840173562 -0.5526265044532893 0.07778540548444496 0.1445311231406603 -0.030502960223591395 0.672895413296797 -0.09563335033877009
9q5d7,0.012443773194440896 -0.17638036898165219 0.4279180453311992 0.0202368830001477 0.09855640707546584 0.1120130695815255 0.020665828494764983 0.49963428437347107 -0.376739348907764 0.14298510854953084 0.38755923986833546 0.02453273721061213 0.049931510965235446 -0.17340452347759983 0.39748534746808806 -0.3591979559351251 0.0670869404670472 0.10262859746062131 -0.1411423867376051 0.2217980885986896 0.4522076382985502 0.13633127530598066 0.33170035915249135 0.22128363666699577 0.30558433173074595 -0.016248397040071805 -0.07903864848875618 -0.2075857566242595 0.08783613704546966 -0.07244998377832718 -0.2176535710548587 0.25240489384054066 -0.002423914913474247 0.14526086081142506 -0.17436669273446845 0.20327983758345478 0.16084847955546855 0.09038873452441165 0.13327442076998056 0.3866536946624941 -0.25541713769737706 -0.4080062304778433 -0.0013897714925398383 -0.12496057956983529 0.09061459569554425 -0.029458862758687226 0.19479469830564067 -0.6113496492854856 0.08995886705762826 -0.20221336779460536 0.051966780103880235 -0.24345887870735441 -0.05874335025516146 0.7863356738920037 -0.12416311274928873 -1.7807198374984452 -0.06921711529221393 -0.10489316661174225 1.3576168239913182 0.47076312702400636 -0.28945064685496474 0.40037538528642924 -0.03534110013974345 0.21227166614844917 0.06881166950975626 0.06693815352312743 0.06664206396607134 -0.13910055561539617 0.2084725841331098 -0.03127759314026724 -0.31255540714176067 -0.10697606578478082 -0.01277619331430864 -0.1893997201871153 0.28129095967017204 0.07239107286986736 0.15395229942449465 -0.014565586213341 -0.406146932701262 -0.1583465704126787 0.47294279636393055 0.1264585710049585 -0.4167119099778502 0.11689522496681959 -0.8358499851288244 -0.1031278517317578 0.05422543603054262 -0.12291529656554459 0.0014159792905035014 -0.017315865736827696 -0.09499128411327744 0.15901730048439247 -0.42663776822006333 0.1262665897979505 -0.5384727258072627 0.13120984285372667 0.10594835112793795 0.052045696228621825 0.6995427551883943 -0.10017190361994559
9vg5d,-0.019447636708766536 -0.11353490301980773 0.37470680255578065 -0.0033836470268931345 0.03674543537472122 0.054866085791450726 -0.00935251751647663 0.39169853516125314 -0.4133008209251663 -0.02426071145849672 0.41273644379968716 0.03746831412204617 0.06377242299777543 -0.07245289053864468 0.36274501984459984 -0.3405041940665401 -0.017631667977554725 0.025888717095875775 -0.26137141946451686 0.14690750621356255 0.37619040377903085 0.11125288614405177 0.27115290989713303 0.11528980346613488 0.32009557093185564 -0.03797899989787084 -0.003001035013951912 -0.16245333132522458 0.14134221820031947 -0.08496272141554005 -0.1847140508853076 0.36607212159003 0.04146572176334267 0.11216542579661588 -0.2314807355678052 0.19609343981795532 0.11618690614752898 0.10043314100724904 0.017743123723157138 0.45314067708148315 -0.30160878455398804 -0.5336543111034122 0.07540927466437848 -0.02207688894473329 0.10703327180085671 -0.031153038421749372 0.18335689508177336 -0.571679212685938 0.057424291630281656 -0.28366380752652387 0.13521231822707824 -0.18129341089381837 -0.07837789250951138 0.8062054375555081 -0.09007588531190719 -1.8042490053132008 -0.14584706994677435 -0.14477798956151663 1.2904646038141596 0.3522691329692605 -0.32090337183232565 0.35821938529418695 -0.029438254643739878 0.14611936750042614 0.08443269777676836 0.09095558954112863 0.06493164543539304 -0.04087623373782078 0.16259650716691246 -0.02214979921388767 -0.2861214647460466 -0.206732026486797 0.00761857369470511 -0.1472659964665572 0.3124640425984349 0.06805984847745351 0.12534573137626306 0.051586014638717786 -0.3509695701061851 -0.15684049875453485 0.47932690184686716 0.11320276568588883 -0.3684817708485279 0.1214783198727419 -0.8655244860882041 -0.06938919685892785 0.0872290893595586 -0.15668388861285926 -0.013624372093537883 -0.08205574945736224 -0.08628027785501297 0.19192048445095988 -0.39567396527400417 0.10939312209227224 -0.5563124524406668 0.07075596409476193 0.029979752472415275 0.029018694822521153 0.6469545892763765 -0.10414046490252354
9q5d5,-0.1753259080929487 -0.24584444471153846 0.35789022532051284 0.06965169094551282 -0.036932251282051264 -0.1572676422996795 -0.036100842948717946 0.5503222251602564 -0.001072130288461537 -0.13318299118589744 0.24064742099358974 0.30923811458333333 0.16381069070512821 -0.07130239903846153 0.2758328357371795 0.06679513221153846 0.32513581009615383 -0.13405418509615388 -0.2679772131410256 0.15976092620192306 0.3997399326923077 0.02216960737179487 0.3245276522435897 0.15060066931089744 0.14737220993589745 0.1164343017628205 -0.3116757259615385 0.010087859775641028 0.03988526842948718 -0.019741356570512816 -0.30213798557692306 0.23122516650641028 0.11967532131410255 0.14993242548076924 -0.12120957291666666 0.013364653846153852 -0.20728284615384618 0.053151778044871804 0.24235586618589744 0.15734626442307692 -0.15468669711538463 -0.08631157131410254 -0.22849429326923076 -0.22861020512820512 0.20831019799679484 0.052855999999999986 0.01565971073717949 -0.09679452243589745 -0.13957504830929487 -0.31763527844551276 -0.06843482628205128 -0.14635800560897436 -0.041980845352564106 0.5796094070512819 -0.14964296474358973 -1.711079629807692 -0.184325078525641 -0.07851375160256413 0.9728306762820513 0.2773353926282051 -0.347936280448718 0.47350921634615384 0.17656863701923076 0.24467077884615385 0.062311253205128224 -0.04277250689102563 0.21625395961538463 -0.05329553044871796 0.043138297916666665 0.08644801923076922 -0.3439039951923077 -0.13231563221153847 -0.04876699759615384 -0.21060602243589743 0.1280522684294872 -0.10962869423076921 0.43214913060897436 0.26284351121794874 -0.4684728501602564 -0.21803603333333332 0.26514922259615387 0.15435649118589745 -0.11507458589743591 0.026737220352564116 -0.47692554807692306 -0.031191346153846142 -0.12814539150641024 -0.08376988301282051 -0.043973740384615365 -0.0320511394230769 -0.1825607636217949 -0.056246294070512806 -0.26026290544871794 0.395187483974359 -0.2721669286858974 0.19814927884615385 0.045894508012820516 -0.044966463942307695 0.5200795368589743 -0.029927482692307692
9vg5z,-0.008544552703720355 -0.08928232274992011 0.3749596309265316 0.03751566302449956 0.07545159463995854 0.03793332459696682 -0.045812427578983725 0.4291190158030536 -0.29672069960850794 0.018595758510707622 0.43539113593296197 0.06726565522806642 0.10458346116155415 0.001993930620698587 0.46284227804368355 -0.26885997442735304 -0.04170297353365946 -0.03556376112937593 -0.23711075621507088 0.1280574830825052 0.3746177317374333 0.08228055903572924 0.27137795032547773 0.13613113696850787 0.24036621629004104 -0.09541114405720381 0.05783854035762997 -0.11117829564744562 0.18027932801981578 -0.0696505335751686 -0.15326808784775126 0.2750539327165615 -0.020580198996300803 0.03730353382647488 -0.2124748350308816 0.1128994062127989 0.1785592976566631 -0.014898301148656621 -0.008355561345082146 0.392004452980242 -0.29231245482689183 -0.5021621473863027 0.06773196451268215 -0.04836335897772911 0.16726845507614094 -0.022016415111535997 0.16725275746208496 -0.4990015438676782 0.056308920122988645 -0.19145465189664657 0.05037904685985518 -0.15423909516824597 -0.10461032916285874 0.7657270001265682 -0.11304879483285123 -1.672587360812541 -0.12753814831287377 -0.19016235869867748 1.200877734723604 0.3820747464866054 -0.34568348315077274 0.3202102789544321 -0.0072860308130682 0.14812265842570696 0.08831409528966261 0.14627715703453711 -0.03658921520342988 -0.04111702470409053 0.23725052329323945 -0.02897718386284405 -0.26288383720997144 -0.2030379881671019 0.05813872746476546 -0.1061116944311416 0.33630378279859346 0.02099946039755721 0.12426865974510118 0.08189159688432616 -0.3381638060256143 -0.21843143503729157 0.48114756969711403 0.07718653630073397 -0.33103782189819886 0.08215177340975009 -0.784337228554765 -0.05093937045665834 0.0025536221877050223 -0.15068615410099803 0.04676856064130396 0.017003928302401793 -0.06299479312912024 0.22961147980744376 -0.3868472059805088 0.15598254449484367 -0.530019791477416 0.09655010781871941 0.055903280461207384 0.018572639421693515 0.618811055716683 -0.03685423051769867
9v6sm,-0.016161236742424243 -0.12563989090909092 0.35303124015151516 0.14375613477272728 0.03880481060606062 -0.21830304545454546 0.04761680303030302 0.40375328939393945 -0.19217523863636363 -0.33790338409090914 0.23365479545454548 0.31384512651515156 0.07567632954545454 0.023996796212121214 0.26183198234848487 -0.046813390909090924 0.38339979924242423 -0.2334951212121212 -0.33781773787878794 0.13104131462121213 0.30213540151515145 0.0512274265151515 0.3842988656818182 0.11857680189393942 0.18447854393939392 -0.061812421212121216 -0.21015578333333332 -0.04488449242424244 -0.10051649545454545 0.2543330795454546 -0.3271355439393939 0.32611952575757575 0.10041896666666666 0.0943276303030303 0.02047387242424241 0.0804975606060606 -0.21419037121212123 0.22159498106060604 0.22531186893939395 -0.021501103787878784 -0.11139638560606058 -0.3370666856060606 -0.35824730303030305 -0.21301978333333335 0.05732725265151515 0.2393656363636364 -0.07132892409090909 -0.20214768098484848 0.033996520431818195 -0.16011702234848482 -0.001288522727272725 -0.11608574848484848 0.04399713507575757 0.5020248712121212 -0.48851943484848476 -1.6585527068181818 -0.0613231371212121 -0.22325822424242422 0.6913809984848484 0.11633816127272727 -0.1854640303030303 0.4409512143939394 0.08208189545454546 0.27423034999999996 0.3103186742424242 -0.06252824242424242 0.12236944393939393 -0.06470688484848484 0.15884856363636365 0.03869378734848484 -0.23579458333333336 -0.11147538787878786 -0.016358740151515148 -0.41087107045454535 0.08868994227272727 -0.17255930075757575 0.42569225 0.13685337424242425 -0.573032959090909 -0.053059975757575754 0.2791800909090909 0.08030311287878787 -0.12789520196969698 0.1197574515151515 -0.2620287348484849 -0.1032901712121212 -0.0588176946969697 -0.18876555272727277 0.11955286363636365 0.07379052272727271 -0.3277231212121212 -0.08091892196969695 -0.08631272348484849 0.4058825681818181 -0.29471513492424234 0.11234127424242424 -0.030860470454545447 -0.047039797727272716 0.5697695295454546 0.05628905530303029
9vg5x,-0.021342006619147973 -0.08340048347374339 0.3227508356479523 0.039426728401535424 0.042694083579293544 0.00852054778772773 -0.03428315811221758 0.43358292611244925 -0.2841777562734765 0.0029635700619674897 0.42200814379415885 0.05937244533365685 0.11314729200944244 -0.0035594393761622925 0.4183448259299176 -0.24111520965119945 0.0158928994034265 -0.0481564729332047 -0.2676960965051577 0.1542132594000135 0.3872763082225994 0.07287067214491547 0.3166816177075936 0.15902373969091932 0.27456987981413167 -0.09991401961208422 0.026748928933294492 -0.13060808229642015 0.17518584089390427 -0.04670744284024853 -0.20307913585414542 0.30107479865312514 0.02433782092290702 0.040301758313989224 -0.1931668012234593 0.11225140592500635 0.10554434881212234 0.04447454271133969 0.010802106048288868 0.3558764655265071 -0.24752448360615595 -0.46649237407162897 0.023184496993317056 -0.08754148137689396 0.1401918699102916 -0.014940153406113684 0.11376223116821056 -0.4470925392808726 0.0615547464885679 -0.22947754320466768 0.07729982417244757 -0.1604051864912796 -0.08682548329444487 0.7382766551086293 -0.1584203783457796 -1.7061241949567614 -0.15027952196204067 -0.16687554639160998 1.1848307606034705 0.36749584505422633 -0.32062997425550455 0.3321487319026258 -0.018418289908631365 0.19409825364469893 0.09231890035409993 0.09901878368412644 0.04221913272321856 -0.028743747681860134 0.21134890033985118 -0.008925880071342556 -0.2632431204890063 -0.16530259646307455 0.03982239725875051 -0.1547304943954653 0.3156470275462643 -0.0028104142739763934 0.16558379125607042 0.07360038749050014 -0.3326881391670703 -0.21927154440382352 0.44541143084702484 0.09296179329006957 -0.3355336298475724 0.09785778156161892 -0.7639944324637984 -0.03758789266938515 0.024473917080296857 -0.18166590431343996 0.022237101929133002 0.010161073251244886 -0.1079966975883846 0.19416424960903492 -0.3353693350096931 0.1861966273010159 -0.48138522285881086 0.10689646064934831 0.06270298335752925 0.011820964726701553 0.607069560012156 -0.028226057224812622
9vg5y,-0.06623692085261883 -0.11809930895735486 0.2636921049327908 0.08288282698682947 0.0373255370446555 0.01699071683784892 -0.06191696859734659 0.4152059732084202 -0.2913241309443984 0.002459023610748943 0.36844189452813586 0.014564808821690946 0.07805349135825108 -0.0403191338605028 0.30244986145285546 -0.2789600689404529 0.04890480897617714 -0.06839344136394708 -0.23528060872826648 0.09969207631015262 0.37621834187785097 -0.0009829031388287114 0.31987129077789267 0.14163675907738885 0.3226699905113676 -0.02949587283799933 -0.03236029625942561 -0.15209628588813956 0.10161377720235804 -0.07298950515823062 -0.19055578780140922 0.2607398626122864 0.022432610330875576 0.11849404371638708 -0.14548623859365745 0.08841575937284252 0.044944811377092934 0.07307258208913663 0.07376931749360081 0.33259224567111434 -0.2550364332041705 -0.3507199365151677 -0.02670722088076326 -0.10682309794540183 0.11420648286003483 0.0010831625087034742 0.18437557004759983 -0.39597153232413945 0.05306327583199711 -0.19886948711483457 0.08070570336912587 -0.17242251109158543 -0.07818072354347853 0.6970120987176784 -0.11962786612503352 -1.5680823685057332 -0.09561026707529362 -0.15650120193348918 1.0795533135331314 0.2965589887868869 -0.3067392830461481 0.3090990196484198 0.00955497590283533 0.1720463895304741 0.09726390097571591 0.0718967416594269 0.06993600257343342 -0.03112101816342121 0.23156981597573453 -0.04090377807206665 -0.22106911688140338 -0.08765677036412899 0.04737296314678481 -0.19859514344626655 0.30208658487941137 0.01998934948391837 0.1614657191000756 0.06428144907878199 -0.2763808322014565 -0.16637022743560326 0.3994059938938505 0.06744160892483098 -0.3057658435979882 0.18912630719407428 -0.681255040938534 -0.008806505897687196 -0.052406367361190496 -0.18553386323811327 0.08725084299159369 -0.0477361435845885 -0.1743344006414935 0.14800685913411504 -0.33911972503271987 0.14726045516800776 -0.5265196670793072 0.04062059570981385 0.050726434945284254 -0.019040031807324293 0.5415350544075069 0.0035126971323592706
dnnru,-0.176351201021888 -0.02460564109161326 0.35248245937062833 0.11918224947931788 -0.0504248866895103 -0.015328861697096064 0.025235114265961287 0.4398500000575443 -0.30891425929335686 -0.06931976646567957 0.411054818962525 0.0997207747754846 0.043537961462333984 0.04433817966158266 0.38594723237940365 -0.15691304231713207 0.040127675420346155 -0.174405885587112 -0.27925171412671396 0.1717083331008016 0.3834630691539387 0.04247328652389886 0.4294752572327911 0.25590980729530566 0.31611613920623943 -0.030959779654170926 -0.005211597310630596 -0.10481623199233471 0.1493944039270604 -0.05720303059138726 -0.36115738484105914 0.3274051551809733 0.053448346682480156 0.04040302522740976 -0.0918258899334863 0.01947968250623251 -0.05334799722333134 0.15875038411876655 0.08616744414691409 0.3113712243141821 -0.24648381522257196 -0.405091400806706 -0.08776068635532254 -0.16808603467547817 0.1814890416607904 -0.01149005894349541 0.02622087081776891 -0.4550559470689165 0.05829279070598065 -0.21471888289217037 0.07195065685892947 -0.10978540067204133 -0.14366171108779396 0.7207336123473104 -0.20364414608670095 -1.6576664688155593 -0.12390102559146088 -0.0820099000851114 0.9959668546552015 0.2933648940194773 -0.3232698854664932 0.36417232470596345 -0.008929732971333553 0.3255611688471736 0.08922856157450931 0.046738935945625774 0.023260858753116075 -0.021869581212887554 0.2485881334518459 -0.024117702535367404 -0.22461380333644396 -0.14179403326443832 0.07365744067136898 -0.22489475062554953 0.29795622042993536 0.049121711028952325 0.2588297876759026 0.02924168521627592 -0.3295124719230472 -0.20311473784078315 0.4443260451610876 0.08862236573735474 -0.2627109317109986 0.18499398413281948 -0.6490914359143192 -0.10340651295683988 -0.07515315164116684 -0.20908251957632032 0.1070057004990384 0.10509527794940711 -0.2844557627902688 0.24413739283187733 -0.3233350291631578 0.21548586718741886 -0.4152812314211211 0.07032888955604844 0.03492837502247412 -0.08014838034227303 0.5951167939614268 -0.06620315270357431
9v6e6,-0.08245463876466953 -0.09839364327144237 0.34601331817382447 0.033477191977837245 -0.054739318156030475 -0.04506911910755702 -0.05574090194756986 0.43437200614144295 -0.26174489482665436 -0.030301748790888254 0.27809925956955045 0.11973316563537478 0.07196908453570576 0.02745542652425743 0.3349574063452842 -0.09988485300294228 0.16495092232832886 -0.17188068458726932 -0.30699630635363206 0.07002895361604833 0.41053849749428106 -0.00753725858873877 0.47849766732084575 0.19067649539796808 0.2752896817016072 -0.0035500389564559836 -0.021480235771693546 -0.08822805721279842 0.04053514880422773 0.09098818880315328 -0.2920069623826021 0.2519118513641373 0.04108103118117685 0.12300536339295723 -0.16497706978996393 0.033910396217886614 -0.10422595013917786 0.1582524114249008 0.05939302050606701 0.18563363976390163 -0.2523034690667876 -0.2893388160274671 -0.12835872766612738 -0.21426938974878265 0.06696045527768517 0.009094161704565793 0.03459539595324266 -0.2917296488732274 -0.058477102988271704 -0.309838698819289 0.06248032164403955 -0.1057415746261616 -0.05070425444310182 0.6951214063264259 -0.2532216401825044 -1.7068934702012788 -0.12436670824894457 -0.16224926942528237 0.9903616989407197 0.32246287199605356 -0.27760256970544644 0.4358902228124073 0.04776719402536138 0.22798879020924462 0.16554360293980563 0.0622945580963846 0.0865155628532805 0.024927523468361586 0.1580418652825632 -0.013062716934229498 -0.24979577090398628 -0.15293561370572642 0.025813261016165805 -0.2669078113019495 0.23859124665394102 -0.021446042638510788 0.2393743094519246 0.1237713404177515 -0.4056200338371637 -0.12106180480105772 0.44619927331212916 0.11505379351316478 -0.23490016131108885 0.1707820260383725 -0.5767344192974281 -0.1015607213758826 -0.12860173303913042 -0.17087476466855558 -0.08492304148357756 0.0404554188360738 -0.24114345172790258 0.13302070031727062 -0.23825728850962277 0.31271441700046504 -0.32445667148735224 0.14998396719156826 0.055163665557514036 -0.09468440817774708 0.5789651695611066 -0.0493304500737317
